year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,4,15,1941,-3,2304,9,UA,N558UA,768,EWR,LAX,344,2454,19,41
2013,5,28,854,7,1148,-10,UA,N38268,1401,EWR,MIA,151,1085,8,54
2013,3,3,2140,245,2321,219,DL,N341NW,2331,LGA,DTW,73,502,21,40
2013,10,29,552,-8,843,-22,AA,N3DSAA,1175,LGA,MIA,145,1096,5,52
2013,10,2,1301,2,1537,-18,UA,N37274,1280,LGA,IAH,193,1416,13,1
2013,3,11,1830,14,2016,11,UA,N76269,1053,EWR,CLE,68,404,18,30
2013,3,6,1600,15,1926,5,DL,N650DL,1773,JFK,SLC,289,1990,16,0
2013,4,8,2052,-8,12,-20,DL,N722TW,2363,JFK,LAX,336,2475,20,52
2013,1,7,1100,0,1415,-10,UA,N532UA,642,JFK,SFO,347,2586,11,0
2013,8,1,851,-10,1231,33,UA,N16713,1626,EWR,SAN,336,2425,8,51
2013,3,5,1823,-7,2132,-33,AA,N3GKAA,269,JFK,SEA,348,2422,18,23
2013,11,22,1403,-1,1640,-23,UA,N77430,1232,EWR,IAH,195,1400,14,3
2013,9,19,1830,0,2037,8,DL,N316US,548,EWR,DTW,78,488,18,30
2013,3,7,1532,2,1829,-5,DL,N329NW,1935,LGA,TPA,140,1010,15,32
2013,3,8,1605,15,2051,1,AA,N5CGAA,1635,JFK,SJU,193,1598,16,5
2013,8,4,908,-7,1004,-35,DL,N302NB,867,JFK,BOS,36,187,9,8
2013,5,14,1323,-2,1610,-8,UA,N827UA,734,EWR,DFW,184,1372,13,23
2013,1,18,1300,1,1433,-3,UA,N17126,1249,EWR,ORD,130,719,13,0
2013,6,24,1930,5,2233,16,UA,N73275,1555,EWR,SAN,302,2425,19,30
2013,3,13,1555,-5,1850,-44,DL,N718TW,1461,JFK,LAX,313,2475,15,55
2013,11,26,NA,NA,NA,NA,US,,2175,LGA,DCA,NA,214,NA,NA
2013,1,26,NA,NA,NA,NA,AA,N3EMAA,731,LGA,DFW,NA,1389,NA,NA
2013,9,23,1754,-6,1859,-16,US,N712US,2191,LGA,DCA,39,214,17,54
2013,12,26,1132,29,1459,60,UA,N852UA,598,EWR,PBI,166,1023,11,32
2013,9,9,1858,-7,2125,-40,AA,N568AA,1691,EWR,DFW,172,1372,18,58
2013,10,15,903,-2,1102,-13,DL,N329NW,181,LGA,DTW,78,502,9,3
2013,9,1,1518,-2,1809,-5,UA,N14118,1600,EWR,LAX,315,2454,15,18
2013,4,2,1542,13,1813,1,UA,N574UA,987,EWR,LAS,305,2227,15,42
2013,4,10,1556,-3,1905,-1,UA,N27213,1242,EWR,FLL,167,1065,15,56
2013,11,2,1057,-8,1314,-17,UA,N459UA,405,LGA,DEN,222,1620,10,57
2013,7,28,755,-5,1055,-9,DL,N312US,2190,JFK,MIA,151,1089,7,55
2013,10,17,2032,3,2359,22,UA,N14231,1039,EWR,AUS,230,1504,20,32
2013,11,5,855,5,1137,5,UA,N48127,1643,EWR,DEN,235,1605,8,55
2013,4,17,1107,-3,1321,35,UA,N802UA,793,LGA,ORD,141,733,11,7
2013,3,17,2038,-7,2209,-16,AA,N3FHAA,371,LGA,ORD,125,733,20,38
2013,8,5,657,-3,953,-13,DL,N944DL,2003,LGA,MIA,144,1096,6,57
2013,4,25,1203,-7,1541,31,AA,N475AA,743,LGA,DFW,208,1389,12,3
2013,10,25,1553,-7,1726,11,US,N946UW,2154,LGA,BOS,44,184,15,53
2013,8,18,1028,-7,1316,-34,AA,N3GFAA,1879,LGA,MIA,149,1096,10,28
2013,7,28,2020,110,2347,122,AA,N3JTAA,119,EWR,LAX,326,2454,20,20
2013,10,27,1329,0,1605,-20,UA,N461UA,537,EWR,PBI,142,1023,13,29
2013,4,10,1636,106,1957,185,DL,N340NB,1231,LGA,DTW,101,502,16,36
2013,12,7,1727,2,1828,-17,AA,N3HTAA,256,JFK,BOS,37,187,17,27
2013,6,20,1104,-6,1405,-8,DL,N329NW,1875,LGA,TPA,144,1010,11,4
2013,1,13,1053,-7,1158,-17,US,N950UW,2171,LGA,DCA,52,214,10,53
2013,3,9,857,-3,1008,-15,US,N961UW,2167,LGA,DCA,42,214,8,57
2013,5,9,1522,4,1736,-2,UA,N553UA,745,LGA,DEN,222,1620,15,22
2013,1,23,1232,-8,1447,2,DL,N355NB,1131,LGA,DTW,96,502,12,32
2013,9,9,1056,-2,1317,-21,UA,N74856,1545,EWR,IAH,179,1400,10,56
2013,2,23,1734,5,2112,23,AA,N383AA,543,JFK,MIA,162,1089,17,34
2013,10,28,606,-4,817,4,DL,N937DL,1919,LGA,MSP,162,1020,6,6
2013,1,28,851,11,1156,13,UA,N37293,1626,EWR,SAN,351,2425,8,51
2013,11,20,1521,21,1709,28,UA,N17244,1515,LGA,ORD,117,733,15,21
2013,6,12,1759,-5,1856,-34,UA,N487UA,679,EWR,BOS,33,200,17,59
2013,10,2,735,0,1026,-14,DL,N706TW,183,JFK,SEA,330,2422,7,35
2013,4,14,1001,2,1240,-21,UA,N514UA,331,EWR,LAX,321,2454,10,1
2013,6,9,829,-1,1118,-32,UA,N75429,1677,EWR,SFO,326,2565,8,29
2013,11,30,800,0,1117,-18,AA,N395AA,59,JFK,SFO,352,2586,8,0
2013,7,9,1014,-1,1118,-11,UA,N23721,1163,EWR,BOS,44,200,10,14
2013,2,5,744,-1,1133,8,AA,N383AA,59,JFK,SFO,366,2586,7,44
2013,11,1,744,-3,1123,-16,UA,N36444,1216,EWR,SJU,199,1608,7,44
2013,9,25,1029,-1,1245,-2,DL,N777NC,2343,EWR,ATL,117,746,10,29
2013,9,10,647,6,748,-22,UA,N24211,1262,EWR,ORD,103,719,6,47
2013,6,18,1602,-3,1751,11,AA,N3FUAA,1750,JFK,BOS,38,187,16,2
2013,6,9,1655,-5,2035,24,DL,N962DL,706,JFK,AUS,213,1521,16,55
2013,7,11,1743,8,2018,-12,AA,N3HNAA,145,JFK,SAN,309,2446,17,43
2013,5,11,1122,-8,1308,-22,US,N199UW,1625,LGA,CLT,85,544,11,22
2013,10,16,857,-3,1222,-6,DL,N723TW,431,JFK,SFO,360,2586,8,57
2013,2,8,916,16,1203,-13,UA,N13716,1405,LGA,IAH,205,1416,9,16
2013,6,24,846,-4,1258,7,DL,N381DN,301,JFK,SJU,211,1598,8,46
