State,CCN,Provider,Address,City,Zip,Phone,Ownership,PT,DateCertified,Rating,Grade
PR,407014,"CORPORACION DE LAS VEGAS, INC                     ",CARR 2 KM 46 4  EDIF LAS VEGAS 420 BO CAMPO ALEGRE                                                  ,MANATI              ,674,7878541426,Official Health Agency,Yes,6/15/1978 0:00,3,91
PR,407017,METRO PAVIA AT HOME  HUMACAO                      ,PLAZA LAS PIEDRAS CARR PR 183 KM20 60                                                               ,LAS PIEDRAS         ,771,7878523785,Official Health Agency,Yes,8/13/1980 0:00,3,92
PR,407019,AMERICARE HOMEHEALTH SERVICES                     ,110 AVE LAURO PINERO                                                                                ,CEIBA               ,735,7878852777,Official Health Agency,Yes,9/24/1981 0:00,3,94
PR,407020,FIRST HOME CARE CENTER INC.                       , CALLE MCKINLEY  OESTE 96                                                                           ,MAYAGUEZ            ,680,7878342295,Official Health Agency,Yes,9/26/1986 0:00,3,88
PR,407024,METRO PAVIA AT HOME ADJUNTAS                      ,RODULFO GONZALEZ STREET #66                                                                         ,ADJUNTAS            ,601,7878170498,Official Health Agency,Yes,7/5/1988 0:00,,87
PR,407027,ARECIBO MEDICAL HCP INC                           ,URB GARCIA CALLE MORELL CAMPOS #57                                                                  ,ARECIBO             ,612,7878792955,Official Health Agency,Yes,9/9/1996 0:00,,
PR,407028,PROGRAMA DE SERVICIOS DE SALUD EN EL HOGAR GEMINIS,CARR 159 KM 13 4 URB LOMA LINDA                                                                     ,COROZAL             ,783,7878595755,Official Health Agency,Yes,11/10/1998 0:00,4,91
PR,407030,LUZ DE ESPERANZA HOME CARE INC                    ,CARR 668 BDA  FELIX CORDOVA DAVILA 126                                                              ,ALT DE LUCHETTI     ,674,7878547700,Official Health Agency,Yes,9/28/2004 0:00,,94
PR,407031,HOME CARE FRANCISCOS                              ,CARR #2 KM 108 9 MARGINAL BO COTO                                                                   ,ISABELA             ,662,7878194684,Official Health Agency,Yes,8/25/2005 0:00,3,85
PR,407033,ANGELES VISITANTES HOME CARE                      ,3005 AVENIDA SAN CRISTOBAL SUITE 500                                                                ,COTO LAUREL         ,780,7878378882,Official Health Agency,Yes,9/25/2009 0:00,,
PR,407035,NUEVA VIDA DE LA SALUD HOME CARE CORP             ,PLAZA BAYAMON CARR 2 KM 15 5 SUITE HATO TEJAS                                                       ,BAYAMON             ,959,7879155748,Official Health Agency,Yes,12/13/2013 0:00,3,86
PR,407036,CMS HOME CARE SUR LLC                             ,2004 CARR 506 COTO LAUREL                                                                           ,COTO LAUREL         ,780,7872901100,Local,Yes,10/21/2014 0:00,2,85
PR,407037,ADVANCED HOME CARE SERVICE WEST INC               ,CARR 869 URB PALMAS INDUSTRIAL PARK CALLE 19  BO P                                                  ,BO PALMAS           ,962,7877832245,Local,Yes,10/30/2014 0:00,2,90
PR,407048,CMS HOME CARE METRO LLC                           ,EDIFICIO 7 CALLE 1                                                                                  ,GUAYNABO            ,968,7877620889,Official Health Agency,Yes,1/21/2016 0:00,2,88
PR,407049,CMS HOME CARE OESTE LLC                           ,CARR 2 KM 156 5 SUITE 205 EDIFICIO OFFICE PARK                                                      ,MAYAGUEZ            ,680,7878332899,Official Health Agency,Yes,1/26/2016 0:00,2,81
PR,407050,HOME HEALTH LA MONSERRATE INC                     ,AVENIDA 5 DE DICIEMBRE NUM 100                                                                      ,SABANA GRANDE       ,637,7878735998,Official Health Agency,Yes,7/13/2016 0:00,,
PR,407051,BEST OPTION HEALTHCARE PUERTO RICO                ,359 DE DIEGO AVENUE SUITE 201                                                                       ,SAN JUAN            ,909,7877236868,Local,Yes,11/29/2017 0:00,,
PR,407303,ST LUKES HCP                                      ,AVE TITO CASTRO 917 CARR 14 ANTIGUA AREA CONSERVAC                                                  ,PONCE               ,716,7878640660,Local,Yes,11/1/1972 0:00,,
PR,407306,ST LUKES HCP                                      ,CARR 1111 AVE LOS PATRIOTAS APARTADO 1477                                                           ,LARES               ,669,7878970444,Official Health Agency,Yes,1/17/1973 0:00,,
PR,407308,ST LUKES  HOME HEALTH AGENCY BAYAMON              ,ROYAL CLUB CONVENTION CENTER 2DO PISO AVE COMERIO                                                   ,BAYAMON             ,958,7877996740,Local,Yes,1/15/1973 0:00,,
PR,407309,ST LUKES HCP                                      ,EDIF CARIBBEAN CINEMAS OFIC 203                                                                     ,ARECIBO             ,613,7878785819,Local,Yes,4/1/1973 0:00,,
PR,407310,ST LUKES HCP                                      ,WESTERN AUTO PLAZA EXPRESO TRUJILLO ALTO                                                            ,TRUJILLO ALTO       ,978,7877557805,Official Health Agency,Yes,8/1/1973 0:00,,
PR,407311,ST LUKES HCP                                      ,2 PADIAL ST APTO 8156                                                                               ,CAGUAS              ,726,7877434814,Official Health Agency,Yes,2/24/1976 0:00,,
PR,407313,ST LUKES HCP                                      ,AVE KENNEDY APTO 15 VICTORIA STATION                                                                ,AGUADILLA           ,605,7878434185,Local,Yes,10/10/1978 0:00,,
PR,407314,METRO PAVIA AT HOME MAYAGUEZ                      ,PLAZA MONSERRATE IV CARR 345 KM2 1 INT CARR PR 2                                                    ,BO LAVADERO         ,660,7873600561,Local,Yes,7/18/1978 0:00,4,92
PR,407320,ST LUKES HCP                                      ,198 MENDEZ VIGO                                                                                     ,MAYAGUEZ            ,680,7878434185,Local,Yes,10/10/1978 0:00,,
PR,407322,ST LUKES HCP                                      ,250 MUÑOZ RIVERA ST                                                                                 ,FAJARDO             ,738,7878434185,Local,Yes,4/30/1980 0:00,,
PR,407327,ASSOC VIS NURSE (GREGORIA AU)                     ,H 121 ATENAS STREET FOREST HILLS                                                                    ,BAYAMON             ,959,7877804010,Visiting Nurse Association,Yes,10/30/1981 0:00,,91
RI,417000,VISITING NURSE HOME AND HOSPICE                   ,475 KILVERT STREET                                                                                  ,WARWICK             ,2886,4016822100,Visiting Nurse Association,Yes,7/1/1966 0:00,4,91
RI,417003,VISITING NURSE OF HOPEHEALTH                      ,6 BLACKSTONE VALLEY PLACE                                                                           ,LINCOLN             ,2865,4017695670,Visiting Nurse Association,Yes,7/1/1966 0:00,4,90
RI,417006,VNA OF CARE NEW ENGLAND                           ,51 HEALTH LANE                                                                                      ,WARWICK             ,2886,4017376050,Visiting Nurse Association,Yes,4/1/1971 0:00,4,88
RI,417023,SOUTH COUNTY HOME HEALTH                          ,14 WOODRUFF AVE. SUITE # 7                                                                          ,NARRAGANSETT        ,2882,4017820500,Visiting Nurse Association,Yes,1/1/1968 0:00,5,92
RI,417029,CHARTERCARE HOME HEALTH SERVICES                  ,50 MAUDE STREET                                                                                     ,PROVIDENCE          ,2908,4014562273,Visiting Nurse Association,Yes,10/5/1987 0:00,4,92
RI,417035,"ASSISTED DAILY LIVING, INC.                       ",2809 POST ROAD                                                                                      ,WARWICK             ,2886,4017385470,Visiting Nurse Association,Yes,10/7/1993 0:00,3,86
RI,417036,AMEDISYS HOME HEALTH CARE                         ,"300 CENTERVILLE ROAD, SUITE 202 EAST                                                                ",WARWICK             ,2886,4012732280,Local,Yes,8/31/1994 0:00,4,92
RI,417038,SAINT ELIZABETH AT HOME DBA CATHLEEN NAUGHTON ASS ,2364 POST ROAD                                                                                      ,WARWICK             ,2886,4017737401,Visiting Nurse Association,Yes,1/1/1995 0:00,4,90
RI,417040,CONSISTENT CARE CORP                              ,49 B NORTH ROAD                                                                                     ,JAMESTOWN           ,2835,4014231060,Visiting Nurse Association,Yes,10/20/1995 0:00,,
RI,417045,"CAPITOL HOME CARE NETWORK, INC                    ",400 RESERVOIR AVE.                                                                                  ,PROVIDENCE          ,2907,4019410002,Local,Yes,8/28/1996 0:00,5,91
RI,417049,CONCORD HEALTH SERVICES                           ,30 ROLFE SQUARE                                                                                     ,CRANSTON            ,2910,4017258400,Visiting Nurse Association,Yes,8/14/1997 0:00,3,87
RI,417051,HOME CARE ADVANTAGE CHC                           ,165 BURNSIDE ST.                                                                                    ,CRANSTON            ,2910,4017813400,Visiting Nurse Association,Yes,5/21/1998 0:00,3,89
RI,417054,H & T MEDICALS INC                                ,1738 BROAD STREET                                                                                   ,CRANSTON            ,2905,4017810800,Local,Yes,11/25/1998 0:00,,
RI,417055,NURSING PLACEMENT HOME HEALTH CARE SERVICES       ,334 EAST AVE                                                                                        ,PAWTUCKET           ,2860,4017286500,Local,Yes,2/8/1999 0:00,3,88
RI,417057,"BAYADA HOME HEALTH CARE, INC                      ",260 WEST EXCHANGE STREET                                                                            ,PROVIDENCE          ,2903,4012731112,Visiting Nurse Association,Yes,10/4/2001 0:00,4,90
RI,417058,LIFE CARE AT HOME                                 ,"63 SOCKANOSSET CROSSROAD, SUITE 1-C                                                                 ",CRANSTON            ,2920,4013832250,Local,Yes,1/8/2003 0:00,5,89
RI,417059,BROOKDALE HOME HEALTH RI                          ,640 BEORGE WASHINGTON HIGHWAY                                                                       ,LINCOLN             ,2865,4013333233,Local,Yes,5/25/2004 0:00,2,81
RI,417061,INDEPENDENCE HEALTH SERVICES LLC                  ,433 ELMWOOD AVENUE                                                                                  ,PROVIDENCE          ,2907,4014378337,Official Health Agency,Yes,9/14/2009 0:00,,87
RI,417063,"CEDAR HOME HEALTH, LLC                            ",125 SCITUATE AVENUE                                                                                 ,CRANSTON            ,2921,4019442100,Local,Yes,11/18/2010 0:00,4,91
RI,417064,CARE RESOURCE LLC                                 ,"2 HEMINGWAY DRVIE, SUITE 100                                                                        ",EAST PROVIDENCE     ,2915,4014310200,Local,Yes,12/6/2010 0:00,2,86
RI,417065,DEPENDABLE HEALTHCARE SERVICES LLC                ,"1171 MAIN STREET, SUITE C                                                                           ",WYOMING             ,2898,4014919003,Local,Yes,1/25/2011 0:00,,
RI,417066,PINNACLE HOME CARE LLC                            ,57 KILVERT STREET SUITE 105                                                                         ,WARWICK             ,2886,4019213133,Visiting Nurse Association,Yes,3/6/2012 0:00,3,84
RI,417067,"MAXIM HEALTHCARE SERVICES, INC                    ","1 CEDAR STREET, SUITE 101                                                                           ",PROVIDENCE          ,2903,4017516333,Local,No,7/25/2011 0:00,,
RI,417068,"HOPE NURSING HOME CARE, LLC                       ",1049 PARK AVENUE                                                                                    ,CRANSTON            ,2910,4014678588,Local,Yes,10/29/2012 0:00,,87
RI,417069,LIFETIME MEDICAL SUPPORT SERVICES                 ,235 LONSDALE AVENUE                                                                                 ,PAWTUCKET           ,2860,4013333333,Local,Yes,1/14/2013 0:00,,
RI,417070,"ELMWOOD HOME CARE, INC                            ",20 MINER STREET SUITE C                                                                             ,PROVIDENCE          ,2905,4019411347,Local,Yes,6/7/2018 0:00,,
SC,427004,"MUSC HEALTH AT HOME, BY BAYADA- CHARLESTON        ",176 CROGHAN SPUR RD                                                                                 ,CHARLESTON          ,29407,8437923371,Local,Yes,10/1/1975 0:00,4,89
SC,427005,AMEDISYS HOME HEALTH OF CHARLESTON                ,2675 LAKE PARK DRIVE                                                                                ,NORTH CHARLESTON    ,29406,8435531263,Local,Yes,1/20/1977 0:00,4,89
SC,427006,BEAUFORT JASPER HOME HEALTH AGENCY                ,719 OKATIE HIGHWAY 170 N                                                                            ,RIDGELAND           ,29936,8439877400,Official Health Agency,Yes,6/1/1977 0:00,,90
SC,427007,SEA ISLAND HOME HEALTH                            ,3627 MAYBANK HWY                                                                                    ,JOHNS ISLAND        ,29455,8435593190,Local,Yes,9/27/1977 0:00,,87
SC,427009,INTREPID USA HEALTHCARE SERVICES                  ,2694 LAKE PARK DRIVE 1ST FLOOR                                                                      ,N CHARLESTON        ,29406,8437662929,Official Health Agency,Yes,7/27/1979 0:00,4,90
SC,427010,TRI COUNTY HOME HEALTH                            ,2 PALMETTO WOOD PKWY SUITE 201                                                                      ,IRMO                ,29063,8035617680,Official Health Agency,Yes,8/3/1979 0:00,3,89
SC,427013,PALMETTO HEALTH HOMECARE                          ,"1400 PICKENS STREET SUITE 310, PO BOX 7275                                                          ",COLUMBIA            ,29202,8032963100,Hospital Based Program,Yes,7/10/1980 0:00,4,91
SC,427015,INTERIM HEALTHCARE OF THE UPSTATE                 ,16 HYLAND ROAD                                                                                      ,GREENVILLE          ,29615,8646271200,Official Health Agency,Yes,8/13/1980 0:00,4,91
SC,427017,KINDRED AT HOME                                   ,"15 BRENDAN WAY, SUITE 250                                                                           ",GREENVILLE          ,29615,8642975711,Local,Yes,8/13/1980 0:00,4,90
SC,427018,HOME HEALTH SERVICES OF SELF REGIONAL HEALTHCARE  ,1325 SPRING STREET                                                                                  ,GREENWOOD           ,29646,8647257600,Hospital Based Program,Yes,11/25/1980 0:00,4,91
SC,427020,CHESTERFIELD VISITING NURSES                      ,PO BOX 813                                                                                          ,CHERAW              ,29520,8435373020,Local,Yes,1/27/1981 0:00,5,92
SC,427024,SPARTANBURG REGIONAL HOME HEALTH                  ,120 HEYWOOD AVE                                                                                     ,SPARTANBURG         ,29302,8645603900,Hospital Based Program,Yes,12/21/1981 0:00,4,91
SC,427025,MEDICAL SERVICES OF AMERICA HOME HEALTH - COASTAL ,4685 HWY 17 BYPASS SOUTH                                                                            ,MYRTLE BEACH        ,29577,8432934614,Local,Yes,4/22/1982 0:00,3,90
SC,427027,AMEDISYS HOME HEALTH OF CHARLESTON EAST           ,1027 PHYSICIANS DRIVE SUITE 210                                                                     ,CHARLESTON          ,29414,8435560200,Local,Yes,9/13/1982 0:00,3,89
SC,427029,GHS HOME HEALTH AGENCY                            ,440 ROPER MOUNTAIN ROAD SUITE C                                                                     ,GREENVILLE          ,29605,8644558140,Hospital Based Program,Yes,2/17/1984 0:00,4,92
SC,427030,VNA OF GREATER BAMBERG                            ,923 MIDWAY ST PO BOX 1048                                                                           ,BAMBERG             ,29003,8032455611,Visiting Nurse Association,Yes,8/13/1984 0:00,4,90
SC,427032,ANMED HOME HEALTH AGENCY                          ,1926 MCCONNELL SPRINGS RD PO BOX 195                                                                ,ANDERSON            ,29622,8645126410,Hospital Based Program,Yes,1/19/1985 0:00,4,89
SC,427034,HOME CARE OF LANCASTER                            ,901 MEETING ST                                                                                      ,LANCASTER           ,29720,8032861472,Local,Yes,4/19/1985 0:00,5,92
SC,427035,KINDRED AT HOME                                   ,"4975 LACROSS RD, STE 354                                                                            ",NORTH CHARLESTON    ,29406,8437441191,Local,Yes,7/9/1985 0:00,4,89
SC,427036,AMEDISYS HOME HEALTH OF CAMDEN                    ,1110 BROAD STREET                                                                                   ,CAMDEN              ,29020,8037139774,Local,Yes,12/4/1985 0:00,3,88
SC,427037,FLORENCE VISITING NURSES SERVI                    ,2527 S CASHUA DRIVE                                                                                 ,FLORENCE            ,29501,8436671515,Local,Yes,6/6/1986 0:00,5,93
SC,427039,AMEDISYS HOME HEALTH OF LEXINGTON                 ,714 SOUTHLAKE DRIVE SUITE 250                                                                       ,LEXINGTON           ,29072,8033592253,Local,Yes,2/26/1987 0:00,4,90
SC,427042,ROPER-ST. FRANCIS HOME HEALTH                     ,"1483 TOBIAS GADSON BLVD., SUITE 208A                                                                ",CHARLESTON          ,29407,8434027000,Hospital Based Program,Yes,2/12/1988 0:00,4,93
SC,427045,KINDRED AT HOME                                   ,"1240 21ST AVENUE NORTH,SUITE 200                                                                    ",MYRTLE BEACH        ,29577,8434487060,Official Health Agency,Yes,7/31/1990 0:00,4,90
SC,427046,KERSHAWHEALTH HOME HEALTH                         ,"1165 HIGHWAY 1 SOUTH, SUITE 400                                                                     ",LUGOFF              ,29078,8034251182,Hospital Based Program,Yes,1/9/1991 0:00,4,91
SC,427048,AMEDISYS HOME HEALTH OF BLUFFTON                  ,"59 SHERIDAN PARK CIRCLE , SUITE A                                                                   ",BLUFFTON            ,29910,8438158088,Local,Yes,4/3/1991 0:00,4,93
SC,427049,ST FRANCIS HOSPITAL HOME CARE                     ,"10 PATEWOOD DRIVE, BLDG 6, STE 300                                                                  ",GREENVILLE          ,29615,8642335300,Local,Yes,4/24/1991 0:00,4,92
SC,427051,"ISLAND HEALTH CARE, INC                           ","300 NEW RIVER PARKWAY, SUITE 7                                                                      ",HARDEEVILLE         ,29927,8432083668,Local,Yes,5/22/1991 0:00,4,92
SC,427055,PHC HOME HEALTH                                   ,408 FOLLY ROAD                                                                                      ,CHARLESTON          ,29412,8437623601,Local,Yes,5/27/1992 0:00,3,88
SC,427057,MCLEOD HOME HEALTH  INC                           ,300 SOUTH DARGAN STREET                                                                             ,FLORENCE            ,29501,8437773050,Hospital Based Program,Yes,6/11/1992 0:00,4,92
SC,427058,CAROLINAS HOME HEALTH                             ,"121 E. CEDAR STREET, PO BOX 100550                                                                  ",FLORENCE            ,29501,8436296811,Local,Yes,9/10/1992 0:00,4,90
SC,427061,KINDRED AT HOME                                   ,2000 CENTER POINT ROAD SUITE 2300                                                                   ,COLUMBIA            ,29210,8037312365,Local,Yes,2/23/1993 0:00,4,91
SC,427063,"NEIGHBORS CARE HOME HEALTH AGENCY, AN AMEDISYS CO ",1645 JA COCHRAN BYPASS SUITE 1                                                                      ,CHESTER             ,29706,8663273205,Local,Yes,7/30/1993 0:00,4,92
SC,427064,NHC HOMECARE - PIEDMONT                           ,1674 CRANIUM DRIVE SUITE 101                                                                        ,ROCK HILL           ,29732,8033251455,Local,Yes,8/19/1993 0:00,3,91
SC,427065,AMEDISYS HOME HEALTH OF GEORGETOWN                ,2503 HIGHMARKET STREET                                                                              ,GEORGETOWN          ,29440,8435461730,Local,Yes,12/21/1993 0:00,4,90
SC,427067,AMEDISYS HOME HEALTH OF MYRTLE BEACH              ,"1309 PROFESSIONAL DRIVE, STE 100                                                                    ",MYRTLE BEACH        ,29577,8439160931,Local,Yes,2/17/1994 0:00,3,88
SC,427068,AMEDISYS HOME HEALTH CARE                         ,127 E MILL STREET                                                                                   ,KINGSTREE           ,29556,8433555103,Local,Yes,4/8/1994 0:00,4,90
SC,427074,HOSPICE CARE OF THE LOWCOUNTRY                    ,"7 PLANTATION PARK DRIVE, UNIT 4,  PO BOX 3827                                                       ",BLUFFTON            ,29910,8437064094,Local,Yes,11/8/1995 0:00,,
SC,427075,NHC HOMECARE GREENWOOD                            ,315 WEST ALEXANDER AVENUE                                                                           ,GREENWOOD           ,29646,8642299888,Local,Yes,12/29/1995 0:00,4,92
SC,427076,HEALTH RELATED HOME CARE                          ,104 W PICKENS STREET                                                                                ,ABBEVILLE           ,29620,8643669151,Hospital Based Program,Yes,2/1/1996 0:00,4,93
SC,427077,NHC HOMECARE AIKEN                                ,690 MEDICAL PARK DRIVE                                                                              ,AIKEN               ,29801,8036431701,Local,Yes,2/7/1996 0:00,4,91
SC,427078,PALMETTO HEALTH TUOMEY HOME HEALTH                ,500 PINEWOOD ROAD SUITE 2                                                                           ,SUMTER              ,29154,8037749786,Hospital Based Program,Yes,4/26/1996 0:00,5,91
SC,427079,NHC HOMECARE LAURENS                              ,"700 PLAZA CIRCLE, SUITE O                                                                           ",CLINTON             ,29325,8648332368,Local,Yes,5/23/1996 0:00,4,91
SC,427109,SOUTH CAROLINA HOMECARE                           ,"140 STONERIDGE DRIVE, STE 620                                                                       ",COLUMBIA            ,29210,8033435100,Local,Yes,5/8/1997 0:00,4,93
SC,427110,HOME CARE OF TRMC                                 ,1895 ST MATTHEWS ROAD                                                                               ,ORANGEBURG          ,29118,8035332600,Visiting Nurse Association,Yes,6/5/1997 0:00,4,91
SC,427112,AMEDISYS HOME HEALTH OF CONWAY                    ,176 WACCAMAW MEDICAL PK CT                                                                          ,CONWAY              ,29526,8662054247,Local,Yes,4/9/1999 0:00,4,91
SC,427114,GHS HOME HEALTH AGENCY-OCONEE                     ,298 MEMORIAL DRIVE                                                                                  ,SENECA              ,29672,8648888411,Hospital Based Program,Yes,8/20/1999 0:00,4,91
SC,427116,AMEDISYS HOME HEALTH OF CLINTON                   ,"210 PHYSICIANS PARK DR, STE U                                                                       ",CLINTON             ,29325,8648333212,Local,Yes,2/12/2003 0:00,3,85
SC,427117,GENTIVA HEALTH SERVICES                           ,"206 CHESNEE HIGHWAY, SUITE G & H                                                                    ",GAFFNEY             ,29341,8644880898,Local,Yes,6/13/2007 0:00,4,90
SC,427119,TRINITY HOME HEALTH OF AIKEN                      ,690 MEDICAL PARK DR SUITE 400                                                                       ,AIKEN               ,29803,8036418220,Official Health Agency,Yes,8/7/2009 0:00,,94
SC,427120,"LIBERTY HOME CARE, LLC                            ",405 EAST MAIN STREET                                                                                ,BENNETTSVILLE       ,29512,8434798711,Local,Yes,1/21/2010 0:00,4,95
SC,427121,"LIBERTY HOME CARE, LLC                            ",1293 PROFESSIONAL DRIVE                                                                             ,MYRTLE BEACH        ,29577,8438392273,Local,Yes,2/19/2010 0:00,3,91
SC,427123,PRUITTHEALTH HOME HEALTH-LOW COUNTRY              ,"108 TRADER CROSS, SUITE 100                                                                         ",BLUFFTON            ,29909,8438720946,Local,Yes,11/7/2013 0:00,5,95
SC,427124,NHC HOMECARE MURRELLS INLET                       ,780 HIGHWAY 17 S D                                                                                  ,SURFSIDE BEACH      ,29575,8439459850,Official Health Agency,Yes,7/9/2014 0:00,3,89
SC,427125,HOME HELPERS OF BLUFFTON                          ,"14 WESTBURY PARK WAY, STE 102                                                                       ",BLUFFTON            ,29910,8438373041,Local,Yes,10/29/2014 0:00,,
SC,427126,"TIDEWATER HOME HEALTH, PA                         ",2858 SUNSET BLVD                                                                                    ,WEST COLUMBIA       ,29169,8037547017,Local,Yes,12/12/2014 0:00,,
SC,427127,NHC HOMECARE BEAUFORT                             ,22 PLANTATION PARK DR STE 105B                                                                      ,BLUFFTON            ,29910,8437058220,Local,Yes,1/6/2015 0:00,4,89
SC,427128,ENCOMPASS HOME HEALTH OF SOUTH CAROLINA           ,37 VARDEN DRIVE                                                                                     ,AIKEN               ,29803,8033350977,Local,Yes,10/17/2014 0:00,3,87
SC,427129,PRUITTHEALTH HOME HEALTH-FLORENCE                 ,609 S COIT STREET                                                                                   ,FLORENCE            ,29501,8436651763,Local,Yes,4/17/2015 0:00,3,86
SC,427130,PRUITTHEALTH HOME HEALTH-COLUMBIA                 ,240 STONERIDGE DR                                                                                   ,COLUMBIA            ,29210,8033854922,Official Health Agency,Yes,6/9/2016 0:00,3,84
SC,427131,HEALTHY AT HOME YORK                              ,"226 NORTHPARK DRIVE, SUITE 120                                                                      ",ROCK HILL           ,29730,8033278874,Local,Yes,9/2/2017 0:00,,
SC,427132,INTERIM HEALTHCARE                                ,4995 LACROSS RD STE 1300                                                                            ,NORTH CHARLESTON    ,29406,8435695510,Local,Yes,10/6/2017 0:00,,
SC,427133,"ADVANCED HOME CARE, INC                           ","2424 INDIA HOOK ROAD, STE 130                                                                       ",ROCK HILL           ,29732,8032852026,Local,Yes,1/23/2018 0:00,,
SC,427300,UNIVERSITY HOME HEALTH                            ,106B EAST MARTINTOWN RD                                                                             ,NORTH AUGUSTA       ,29841,8032780770,Hospital Based Program,Yes,6/1/1981 0:00,5,93
SC,427302,NHC HOME CARE MIDLANDS                            ,"3229 SUNSET BLVD, SUITE N                                                                           ",WEST COLUMBIA       ,29169,8039390266,Local,Yes,4/1/1997 0:00,3,88
SC,427303,NHC HOMECARE - LOW COUNTRY                        ,109 BURTON AVE SUITE D                                                                              ,SUMMERVILLE         ,29485,8438510999,Official Health Agency,Yes,2/12/1997 0:00,2,85
SC,427304,AMEDISYS HOME HEALTH OF BEAUFORT                  ,35 PROFESSIONAL  VILLAGE CIRCLE                                                                     ,LADYS ISLAND        ,29907,8433792320,Local,Yes,7/1/2003 0:00,4,90
SC,427846,KINDRED AT HOME- ANDERSON                         ,"1704 E GREENVILLE STREET, SUITE 2D                                                                  ",ANDERSON            ,29621,8649324970,Local,Yes,11/16/1971 0:00,4,91
SC,427850,KINDRED AT HOME                                   ,2521 EVANS STREET                                                                                   ,NEWBERRY            ,29108,8032760273,Local,Yes,2/1/1973 0:00,4,90
SC,427854,KINDRED AT HOME                                   ,"702 PAMPLICO HWY, UNIT B                                                                            ",FLORENCE            ,29505,8433179689,Local,Yes,7/1/1973 0:00,5,92
SC,427856,KINDRED AT HOME                                   ,415 E ROBERTSON BLVD                                                                                ,WALTERBORO          ,29488,8435429540,Local,Yes,7/1/1974 0:00,4,90
SD,437003,REGIONAL HEALTH HOME PLUS HOME HEALTH             ,224 ELK ST  PO BOX 6000                                                                             ,RAPID CITY          ,57709,6057557710,Local,Yes,7/1/1966 0:00,4,90
SD,437004,SANFORD VISITING NURSES ASSOCIATION               ,2710 WEST 12TH STREET                                                                               ,SIOUX FALLS         ,57104,6053285900,Visiting Nurse Association,Yes,12/19/1966 0:00,4,90
SD,437006,AVERA AT HOME                                     ,501 SUMMIT                                                                                          ,YANKTON             ,57078,6056688327,Local,Yes,1/1/1968 0:00,3,88
SD,437008,HURON REGIONAL MEDICAL CTR HHA                    ,172 4TH ST SE                                                                                       ,HURON               ,57350,6053536520,Hospital Based Program,Yes,7/1/1978 0:00,3,79
SD,437009,WINNER REGIONAL HOME HEALTH AGENCY                ,245 MAIN STREET                                                                                     ,WINNER              ,57580,6058427170,Hospital Based Program,Yes,8/10/1977 0:00,,82
SD,437019,PRAIRIE LAKES HOME HEALTH                         ,401 9TH AVE NW  POST OFFICE BOX 1210                                                                ,WATERTOWN           ,57201,6058827745,Hospital Based Program,Yes,7/31/1984 0:00,4,90
SD,437024,AVERA AT HOME                                     ,201 S LLOYD ST STE 210 W  POST OFFICE BOX 4450                                                      ,ABERDEEN            ,57402,6056225200,Local,Yes,11/7/1984 0:00,4,88
SD,437030,BROOKINGS HOSPITAL HHA                            ,300 22ND AVE                                                                                        ,BROOKINGS           ,57006,6056967700,Hospital Based Program,Yes,8/21/1985 0:00,4,89
SD,437037,REGIONAL HEALTH HOME PLUS HOME HEALTH             ,1440 NORTH MAIN                                                                                     ,SPEARFISH           ,57783,6056444444,Official Health Agency,Yes,3/5/1992 0:00,5,91
SD,437039,WESTHILLS VILLAGE HOME HEALTH                     ,255 TEXAS ST                                                                                        ,RAPID CITY          ,57701,6053420255,Official Health Agency,Yes,3/23/1992 0:00,4,88
SD,437041,AVERA AT HOME                                     ,1115 E 5TH AVE                                                                                      ,MITCHELL            ,57301,6059952268,Local,Yes,10/21/1992 0:00,3,88
SD,437046,AVERA AT HOME                                     ,801 E SIOUX AVE                                                                                     ,PIERRE              ,57501,6052243218,Local,Yes,12/21/1993 0:00,4,87
SD,437047,INTERIM HEALTHCARE                                ,725 INDIANA ST                                                                                      ,RAPID CITY          ,57701,6053485885,Local,Yes,2/4/1994 0:00,,88
SD,437051,RECOVER HEALTH                                    ,"2908 E 26TH ST, SUITE 1                                                                             ",SIOUX FALLS         ,57103,6053353373,Local,Yes,8/17/1994 0:00,,100
SD,437053,AVERA AT HOME                                     ,301 FLYNN DRIVE                                                                                     ,MILBANK             ,57252,6054323259,Local,Yes,9/9/1994 0:00,3,89
SD,437054,MADISON REGIONAL HEALTH SYSTEM                    ,323 SW 10TH ST                                                                                      ,MADISON             ,57042,6052568590,Hospital Based Program,Yes,10/6/1994 0:00,,
SD,437055,COMMUNITY MEMORIAL HOSPITAL HOME HEALTH           ,1031 W 2ND ST POST OFFICE BOX 420                                                                   ,REDFIELD            ,57469,6054722941,Hospital Based Program,Yes,1/6/1995 0:00,,
SD,437056,INTERIM HEALTHCARE                                ,3608 S SOUTHEASTERN AVE                                                                             ,SIOUX FALLS         ,57103,6053714253,Local,Yes,1/24/1995 0:00,,95
SD,437057,WEL HOME HEALTH OF ELK POINT                      ,600 E LINCOLN ST                                                                                    ,ELK POINT           ,57025,6053563894,Official Health Agency,Yes,1/25/1995 0:00,,66
SD,437059,WELCOV HOME HEALTH OF FLANDREAU                   ,611 EAST 2ND AVE                                                                                    ,FLANDREAU           ,57028,6059972481,Skilled Nursing Facility Based Program,Yes,2/8/1995 0:00,,94
